按	a
散开	sjkk
三棱	sjlg
三里	sjli
三链	sjlm
散裂	sjlp
三轮	sjly
三妙	sjmn
三明	sjmk
伞膜	sjmo
三奶	sjnd
三秋	sjqq
散曲	sjqu
毵毵	sjsj
散手	sjuz
散摊	sjtj
三糖	sjth
三萜	sjtp
三乌	sjwu
三相	sjxl
三溴	sjxq
散佚	sjyi
三藏	sjzh
三朝	sjvc
散座	sjzo
桑德	shde
桑格	shge
桑果	shgo
桑林	shlb
丧乱	shlr
桑麻	shma
丧母	shmu
丧权	shqr
桑日	shri
桑塔	shta
丧亡	shwh
桑榆	shyu
扫毒	scdu
扫掠	sclt
扫灭	scmp
扫漂	scpn
臊气	scqi
扫清	scqk
骚人	scrf
搔首	scuz
扫数	scuu
缫丝	scsi
骚体	scti
扫雪	scxt
色标	sebn
色场	seih
色达	seda
色的	sede
瑟登	sedg
色度	sedu
色法	sefa
色粉	seff
色光	segl
色环	sehr
色集	seji
色键	sejm
色戒	sejp
色矩	seju
色觉	sejt
色轮	sely
色码	sema
色盘	sepj
色品	sepb
色球	seqq
色区	sequ
色散	sesj
色听	setk
色温	sewf
色心	sexb
色医	seyi
色圆	seyr
涩滞	sevi
森安	sfan
森德	sfde
森格	sfge
森古	sfgu
森金	sfjb
森警	sfjk
森克	sfke
森然	sfrj
森特	sfte
森郁	sfyu
僧帽	sgmc
僧徒	sgtu
沙坝	uaba
沙城	uaig
沙船	uair
砂槌	uaiv
沙盗	uadc
沙堆	uadv
沙俄	uaee
沙恩	uaen
傻干	uagj
沙岗	uagh
沙怪	uagk
沙河	uahe
沙獾	uahr
杀戒	uajp
沙坑	uakg
砂矿	uakl
沙岭	ualk
沙柳	ualq
纱帽	uamc
沙门	uamf
杉木	uamu
霎那	uana
砂囊	uanh
沙妮	uani
沙怒	uanu
沙鸥	uaou
沙盘	uapj
厦坪	uapk
沙瓤	uarh
杀软	uarr
沙参	uauf
沙田	uatm
砂条	uatn
沙湾	uawj
沙王	uawh
煞尾	uaww
鲨稀	uaxi
歃血	uaxt
痧药	uayc
沙耶	uaye
沙灾	uazd
沙枣	uazc
纱罩	uavc
沙洲	uavz
沙嘴	uazv
晒场	udih
筛分	udff
筛管	udgr
色酒	udjq
晒客	udke
晒台	udtd
晒种	udvs
舢板	ujbj
善本	ujbf
闪播	ujbo
苫布	ujbu
山草	ujcc
山丹	ujdj
扇段	ujdr
闪躲	ujdz
膳费	ujfw
山根	ujgf
山鬼	ujgv
疝环	ujhr
山甲	ujjx
闪空	ujks
山岚	ujlj
栅漏	ujlz
山玫	ujmw
珊娜	ujna
山南	ujnj
疝囊	ujnh
珊妮	ujni
闪念	ujnm
善宁	ujnk
山炮	ujpc
潸然	ujrj
扇入	ujru
闪射	ujue
山苏	ujsu
山塘	ujth
山桃	ujtc
山坞	ujwu
缮写	ujxp
删削	ujxt
山阴	ujyb
山证	ujvg
山嘴	ujzv
上臂	uhbi
熵波	uhbo
上朝	uhic
上唇	uhiy
上冻	uhds
商都	uhdu
上肥	uhfw
上篌	uhhz
上镜	uhjk
上卷	uhjr
上款	uhkr
上栗	uhli
上林	uhlb
商洛	uhlo
商南	uhnj
上皮	uhpi
上墙	uhql
上色	uhud
伤损	uhsy
上推	uhtv
上鞋	uhxp
上照	uhvc
上奏	uhzz
烧包	ucbc
烧柴	ucid
少冲	ucis
烧瓷	ucci
邵东	ucds
哨岗	ucgh
艄公	ucgs
少海	uchd
烧坏	uchk
烧尽	ucjb
绍剧	ucju
少刻	ucke
烧孔	ucks
少蓝	uclj
少礼	ucli
烧料	ucln
少陪	ucpw
烧瓶	ucpk
烧炭	uctj
梢头	uctz
邵武	ucwu
韶秀	ucxq
稍逊	ucxy
烧着	ucve
烧砖	ucvr
涉笔	uebi
舍宾	uebb
舌刺	ueci
蛇岛	uedc
舍弟	uedi
蛇豆	uedz
蛇毒	uedu
设防	uefg
设岗	uegh
赊购	uegz
舌骨	uegu
折耗	uehc
射洪	uehs
蛇黄	uehl
摄魂	uehy
射界	uejp
舍兰	uelj
蛇鳞	uelb
射流	uelq
舍命	uemk
蛇狞	uenk
涉农	uens
射频	uepb
涉枪	ueql
涉禽	ueqb
社群	ueqy
舍瑞	uerv
设若	uero
设色	uese
蛇伤	ueuh
摄生	ueug
舌痛	uets
蛇蜕	uetv
社戏	uexi
舍下	uexx
射阳	ueyh
蛇咬	ueyc
蛇医	ueyi
慑于	ueyu
谁边	uwbm
谁个	uwge
谁人	uwrf
谁谁	uwuw
神笔	ufbi
深刺	ufci
神灯	ufdg
神帝	ufdi
深冬	ufds
审度	ufdz
深翻	uffj
神封	uffg
审改	ufgd
椹果	ufgo
神汉	ufhj
深痕	ufhf
神魂	ufhy
伸开	ufkk
肾康	ufkh
神雷	uflw
深林	uflb
渗流	uflq
渗漏	uflz
深炉	uflu
哂纳	ufna
肾囊	ufnh
伸宁	ufnk
神农	ufns
审片	ufpm
神阙	ufqt
神人	ufrf
参茸	ufrs
神社	ufue
肾衰	ufuk
申说	ufuo
神堂	ufth
申讨	uftc
身条	uftn
深铁	uftp
申屠	uftu
渗析	ufxi
申谢	ufxp
神秀	ufxq
伸腰	ufyc
深泽	ufze
申扎	ufva
胜艾	ugai
圣碑	ugbw
圣餐	ugcj
绳操	ugcc
胜朝	ugic
生凑	ugcz
圣盾	ugdy
升汞	uggs
圣谷	uggu
生桂	uggv
省俭	ugjm
生胶	ugjn
生角	ugjt
圣君	ugjy
盛开	ugkk
声抗	ugkh
生客	ugke
绳缆	uglj
声浪	uglh
生料	ugln
省滦	uglr
升麻	ugma
生脉	ugmd
生煤	ugmw
声门	ugmf
生面	ugmm
圣庙	ugmn
绳墨	ugmo
生奶	ugnd
剩男	ugnj
声囊	ugnh
圣诺	ugno
声旁	ugph
声谱	ugpu
省却	ugqt
生肉	ugrz
圣上	uguh
生身	uguf
升堂	ugth
圣训	ugxy
生业	ugye
生造	ugzc
嵊州	ugvz
盛馔	ugvr
声阻	ugzu
实参	uicj
试产	uiij
试车	uiie
市寸	uicy
石东	uids
食窦	uidz
石碓	uidv
石腭	uiee
施恩	uien
石岗	uigh
实根	uigf
石拐	uigk
石盔	uikv
势垒	uilw
石龙	uils
石楼	uilz
石门	uimf
师奶	uind
市南	uinj
侍弄	uins
势派	uipd
石皮	uipi
世亲	uiqb
失却	uiqt
失群	uiqy
石蕊	uirv
侍僧	uisg
失水	uiuv
石松	uiss
石塔	uita
师训	uixy
释藏	uizh
石渣	uiva
施斋	uivd
实轴	uivz
诗作	uizo
收案	uzan
瘦瘪	uzbp
首部	uzbu
手参	uzcj
收操	uzcc
手锤	uziv
手戳	uziz
手大	uzda
受的	uzde
首钢	uzgh
寿光	uzgl
手黑	uzhw
受窘	uzjs
守军	uzjy
首抗	uzkh
手辣	uzla
受冷	uzlg
售楼	uzlz
收率	uzlv
手慢	uzmj
手民	uzmb
寿宁	uznk
收拍	uzpd
守丧	uzsh
受禅	uzuj
手松	uzss
受胎	uztd
寿堂	uzth
受孕	uzyy
收摘	uzvd
手赵	uzvc
竖版	uubj
舒邦	uubh
梳篦	uubi
书册	uuce
书痴	uuii
舒窗	uuil
鼠窜	uucr
赎当	uudh
舒啶	uudk
书贩	uufj
舒肺	uufw
舒更	uugg
书购	uugz
束骨	uugu
树挂	uugx
沭河	uuhe
书后	uuhz
树胶	uujn
舒康	uukh
疏狂	uukl
蜀葵	uukv
疏阔	uuko
熟料	uuln
树龄	uulk
数论	uuly
舒配	uupw
叔婆	uupo
枢柔	uurz
舒赛	uusd
菽粟	uusu
熟烫	uuth
书套	uutc
书体	uuti
暑天	uutm
熟铁	uutp
暑瘟	uuwf
舒胸	uuxs
舒徐	uuxu
书札	uuva
树种	uuvs
耍奸	uxjm
刷拉	uxla
耍闹	uxnc
耍泼	uxpo
耍钱	uxqm
耍笑	uxxn
摔绊	ukbj
衰惫	ukbw
衰变	ukbm
衰草	ukcc
甩动	ukds
率尔	uker
甩开	ukkk
摔炮	ukpc
帅少	ukuc
衰替	ukti
摔投	uktz
衰歇	ukxp
衰朽	ukxq
甩站	ukvj
栓皮	urpi
涮肉	urrz
栓塞	urse
栓子	urzi
双鬓	ulbb
双倡	ulih
霜晨	ulif
双城	ulig
双川	ulir
双迪	uldi
孀妇	ulfu
双工	ulgs
双钩	ulgz
双拐	ulgk
双轨	ulgv
霜害	ulhd
双湖	ulhu
霜花	ulhx
双环	ulhr
霜火	ulho
双镜	uljk
爽利	ulli
双链	ullm
双流	ullq
双滦	ullr
爽妙	ulmn
霜鸣	ulmk
爽宁	ulnk
双喷	ulpf
爽前	ulqm
双抢	ulql
双桥	ulqn
双清	ulqk
爽然	ulrj
双日	ulri
双山	uluj
双塔	ulta
双糖	ulth
霜天	ultm
霜纹	ulwf
双喜	ulxi
双侠	ulxx
霜须	ulxu
双阳	ulyh
双拥	ulys
双钟	ulvs
双绉	ulvz
霜鬃	ulzs
双座	ulzo
睡安	uvan
水坝	uvba
睡宝	uvbc
水笔	uvbi
水滨	uvbb
水兵	uvbk
水层	uvcg
水床	uvil
水锤	uviv
水葱	uvcs
水貂	uvdn
水痘	uvdz
水碓	uvdv
水缸	uvgh
水歌	uvge
水工	uvgs
水害	uvhd
水旱	uvhj
水红	uvhs
水魂	uvhy
水具	uvju
水军	uvjy
水孔	uvks
水雷	uvlw
水冷	uvlg
水龙	uvls
睡帽	uvmc
水媒	uvmw
水门	uvmf
水南	uvnj
水碾	uvnm
水牌	uvpd
税卡	uvqx
水橇	uvqn
水禽	uvqb
水情	uvqk
水乳	uvru
水色	uvse
水生	uvug
水苏	uvsu
水潭	uvtj
水藤	uvtg
水体	uvti
水涡	uvwo
水样	uvyh
水葬	uvzh
水钻	uvzr
顺铂	uybo
顺城	uyig
顺乎	uyhu
顺列	uylp
顺民	uymb
顺平	uypk
舜日	uyri
瞬闪	uyuj
顺坦	uytj
顺向	uyxl
吮血	uyxp
吮咂	uyza
瞬子	uyzi
说白	uobd
蒴柄	uobk
说定	uodk
朔方	uofg
说开	uokk
朔日	uori
朔望	uowh
朔县	uoxm
朔月	uoyt
朔州	uovz
说嘴	uozv
死别	sibp
四部	sibu
饲草	sicc
私娼	siih
死沉	siif
厮打	sida
死点	sidm
私定	sidk
司铎	sidz
四缝	sifg
丝糕	sigc
寺观	sigr
思过	sigo
四近	sijb
丝卷	sijr
死矿	sikl
斯兰	silj
思恋	silm
四满	simj
思茅	simc
死门	simf
丝米	simi
思谋	simz
私囊	sinh
四逆	sini
四旁	siph
丝袍	sipc
四平	sipk
四强	siql
思亲	siqb
肆扰	sirc
丝绒	sirs
四散	sisj
斯坦	sitj
四藤	sitg
四体	siti
四外	siwd
伺隙	sixi
四消	sixn
四野	siye
死战	sivj
思真	sivf
丝足	sizu
讼案	ssan
菘菜	sscd
送呈	ssig
松脆	sscv
送发	ssfa
宋光	ssgl
讼棍	ssgy
松果	ssgo
松鹤	sshe
松鸡	ssji
松江	ssjl
松萝	sslo
松蘑	ssmo
松潘	sspj
送亲	ssqb
送情	ssqk
松球	ssqq
送入	ssru
送丧	sssh
松塔	ssta
耸听	sstk
松土	sstu
送往	sswh
嵩县	ssxm
松蕈	ssxy
松烟	ssyj
松原	ssyr
送展	ssvj
松针	ssvf
松嘴	sszv
搜保	szbc
艘次	szci
搜检	szjm
搜括	szko
嗾使	szui
搜天	sztm
搜娱	szyu
素安	suan
苏澳	suao
肃北	subw
苏村	sucy
素定	sudk
素缎	sudr
苏恩	suen
肃反	sufj
苏肝	sugj
塑钢	sugh
宿根	sugf
素裹	sugo
苏合	suhe
素篌	suhz
素洁	sujp
苏剧	suju
速卡	suka
苏拉	sula
苏雷	sulw
素瘤	sulq
苏伦	suly
苏曼	sumj
肃南	sunj
肃宁	sunk
素朴	supu
宿迁	suqm
诉权	suqr
素日	suri
素色	suse
苏珊	suuj
俗尚	suuh
苏爽	suul
苏顺	suuy
苏斯	susi
肃贪	sutj
酥糖	suth
俗体	suti
苏铁	sutp
宿土	sutu
苏瓦	suwa
素问	suwf
素席	suxi
速战	suvj
粟疹	suvf
酸败	srbd
蒜瓣	srbj
酸鼻	srbi
算草	srcc
算尺	srii
算得	srde
酸腐	srfu
酸酐	srgj
酸根	srgf
蒜毫	srhc
蒜黄	srhl
酸梅	srmw
酸模	srmo
酸尿	srnn
蒜农	srns
算清	srqk
算题	srti
酸洗	srxi
算学	srxt
酸盐	sryj
算子	srzi
绥滨	svbb
碎冰	svbk
岁差	svia
随带	svdd
绥德	svde
碎腭	svee
燧火	svho
髓角	svjn
绥靖	svjk
碎盔	svkv
碎颅	svlu
碎矛	svmc
岁杪	svmn
髓袢	svpj
遂平	svpk
碎鳍	svqi
随迁	svqm
髓腔	svql
髓鞘	svqn
随群	svqy
岁入	svru
随顺	svuy
随俗	svsu
髓索	svso
随体	svti
随调	svtn
岁晚	svwj
岁尾	svww
岁序	svxu
穗选	svxr
碎牙	svya
碎云	svyy
绥中	svvs
穗子	svzi
孙村	sycy
笋干	sygj
笋瓜	sygx
笋鸡	syji
笋尖	syjm
榫头	sytz
榫眼	syyj
梭镖	sobn
所长	soih
缩尺	soii
索尔	soer
缩放	sofg
锁国	sogo
缩合	sohe
羧基	soji
索解	sojp
缩聚	soju
索克	soke
索拉	sola
索兰	solj
索雷	solw
桫椤	solo
索玛	soma
缩脉	somd
索命	somk
锁模	somo
索宁	sonk
索桥	soqn
索求	soqq
缩泉	soqr
羧酸	sosr
索乌	sowu
琐细	soxi
锁相	soxl
索信	soxb
锁眼	soyj
梭鱼	soyu
锁钥	soyt
索债	sovd
拓本	tabf
塔城	taig
他处	taiu
塔吊	tadn
塔盾	tady
塔恩	taen
塔尔	taer
踏歌	tage
他国	tago
塔河	tahe
塌架	tajx
塔克	take
塔雷	talw
塔林	talb
塔隆	tals
塔楼	talz
塔轮	taly
他年	tanm
拓片	tapm
踏青	taqk
嗒然	tarj
塔特	tate
塔文	tawf
他乡	taxl
塌心	taxb
塔钟	tavs
抬爱	tdai
泰宾	tdbb
太仓	tdch
太冲	tdis
泰顿	tddy
胎发	tdfa
泰戈	tdge
泰来	tdld
台联	tdlm
台盟	tdmg
太庙	tdmn
胎膜	tdmo
泰姆	tdmu
胎囊	tdnh
泰能	tdng
泰尼	tdni
泰诺	tdno
泰瑞	tdrv
泰森	tdsf
台属	tduu
泰水	tduv
泰顺	tduy
泰素	tdsu
泰坦	tdtj
泰特	tdte
苔蹄	tdti
泰托	tdto
泰文	tdwf
泰兴	tdxk
太虚	tdxu
太学	tdxt
泰语	tdyu
台柱	tdvu
台钻	tdzr
探案	tjan
檀板	tjbj
炭笔	tjbi
弹拨	tjbo
坦埠	tjbu
痰喘	tjir
坦德	tjde
贪多	tjdz
探杆	tjgj
碳黑	tjhw
探家	tjjx
叹绝	tjjt
摊开	tjkk
探勘	tjkj
探空	tjks
探马	tjma
探摸	tjmo
坦尼	tjni
坦帕	tjpa
炭盆	tjpf
摊棚	tjpg
弹片	tjpm
探区	tjqu
坦莎	tjua
贪生	tjug
谈说	tjuo
坦斯	tjsi
谈笑	tjxn
炭窑	tjyc
痰饮	tjyb
贪占	tjvj
堂奥	thao
糖棒	thbh
溏便	thbm
唐草	thcc
糖弹	thdj
糖度	thdu
糖萼	thee
堂房	thfg
唐弗	thfu
糖苷	thgj
糖膏	thgc
糖瓜	thgx
躺柜	thgv
唐海	thhd
淌汗	thhj
堂号	thhc
唐河	thhe
唐恒	thhg
汤壶	thhu
堂会	thhv
堂客	thke
镗孔	thks
塘库	thku
糖块	thkk
烫蜡	thla
糖类	thlw
汤料	thln
唐林	thlb
铴锣	thlo
趟马	thma
糖蜜	thmi
塘泥	thni
棠诺	thno
糖球	thqq
汤泉	thqr
倘然	thrj
倘如	thru
唐瑞	thrv
糖色	thud
汤团	thtr
汤碗	thwj
糖稀	thxi
唐笑	thxn
塘堰	thyj
糖业	thye
糖愈	thyu
堂子	thzi
烫嘴	thzv
洮安	tcan
套版	tcbj
洮北	tcbw
逃奔	tcbf
套裁	tccd
套车	tcie
桃城	tcig
讨吃	tcii
绦虫	tcis
桃村	tccy
陶尔	tcer
套房	tcfg
套改	tcgd
套耕	tcgg
陶工	tcgs
套购	tcgz
讨价	tcjx
桃江	tcjl
桃精	tcjk
陶钧	tcjy
套裤	tcku
陶乐	tcle
套链	tclm
淘箩	tclo
套马	tcma
套囊	tcnh
讨平	tcpk
讨巧	tcqn
讨亲	tcqb
讨情	tcqk
套圈	tcqr
套裙	tcqy
陶然	tcrj
逃散	tcsj
套色	tcud
淘神	tcuf
套索	tcso
陶蹄	tcti
套筒	tcts
陶土	tctu
陶瓦	tcwa
套鞋	tcxp
套袖	tcxq
桃汛	tcxy
套印	tcyb
套语	tcyu
讨账	tcvh
套种	tcvs
套作	tczo
特藏	tech
特出	teiu
特恩	teen
特稿	tegc
特护	tehu
特雷	telw
特灵	telk
特命	temk
特纳	tena
特任	terf
特体	teti
特为	teww
特嫌	texm
特诊	tevf
腾冲	tgis
藤刺	tgci
腾达	tgda
藤丹	tgdj
腾房	tgfg
腾贵	tggv
藤黄	tghl
腾克	tgke
誊录	tglu
藤萝	tglo
藤牌	tgpd
藤器	tgqi
誊清	tgqk
藤球	tgqq
腾让	tgrh
腾蛇	tgue
藤蔓	tgwj
藤箱	tgxl
腾涌	tgys
藤杖	tgvh
滕州	tgvz
藤子	tgzi
替班	tibj
踢打	tida
体蒂	tidi
提调	tidn
提尔	tier
提夫	tifu
体改	tigd
剔骨	tigu
题海	tihd
提行	tihh
剔红	tihs
提婚	tihy
蹄筋	tijb
体觉	tijt
提卡	tika
提克	tike
提篮	tilj
涕泪	tilw
体疗	tiln
涕零	tilk
提米	timi
体念	tinm
嚏喷	tipf
体腔	tiql
蹄鞘	tiqn
提挈	tiqp
提请	tiqk
提任	tirf
踢伤	tiuh
体衰	tiuk
踢腾	titg
体悟	tiwu
提讯	tixy
蹄印	tiyb
体针	tivf
体征	tivg
天波	tmbo
田草	tmcc
天车	tmie
田畴	tmiz
天存	tmcy
天等	tmdg
天歌	tmge
天官	tmgr
天昊	tmhc
天痕	tmhf
天火	tmho
天峻	tmjy
填坑	tmkg
填料	tmln
天伦	tmly
甜梦	tmmg
天魔	tmmo
天宁	tmnk
天牛	tmnq
天棚	tmpg
天瀑	tmpu
天穹	tmqs
天球	tmqq
天趣	tmqu
天阙	tmqt
天壤	tmrh
天日	tmri
天容	tmrs
天锐	tmrv
甜润	tmry
天授	tmuz
甜爽	tmul
甜酸	tmsr
天突	tmtu
田娃	tmwa
天溪	tmxi
天阉	tmyj
田阳	tmyh
天影	tmyk
天牖	tmyz
甜枣	tmzc
天择	tmze
天轴	tmvz
田庄	tmvl
天宗	tmzs
天足	tmzu
天尊	tmzy
条案	tnan
调变	tnbm
调测	tnce
条陈	tnif
跳虫	tnis
挑担	tndj
跳荡	tndh
调房	tnfg
调改	tngd
条钢	tngh
跳骨	tngu
条贯	tngr
跳行	tnhh
条痕	tnhf
调护	tnhu
挑花	tnhx
调回	tnhv
调经	tnjk
条口	tnkz
跳链	tnlm
跳梁	tnll
跳鹿	tnlu
髫年	tnnm
佻巧	tnqn
条绒	tnrs
跳伞	tnsj
调摄	tnue
跳神	tnuf
调笑	tnxn
挑眼	tnyj
迢遥	tnyc
调音	tnyb
条桌	tnvo
铁案	tpan
贴边	tpbm
铁铲	tpij
铁厂	tpih
铁笛	tpdi
铁雕	tpdn
铁东	tpds
贴兜	tpdz
铁腭	tpee
铁法	tpfa
铁粉	tpff
铁锋	tpfg
铁镐	tpgc
铁钩	tpgz
铁箍	tpgu
铁管	tpgr
铁耗	tphc
贴合	tphe
铁黑	tphw
铁红	tphs
贴己	tpji
铁栏	tplj
铁力	tpli
铁流	tplq
铁龙	tpls
铁落	tplo
铁马	tpma
铁牛	tpnq
铁怒	tpnu
铁皮	tppi
贴谱	tppu
铁青	tpqk
铁手	tpuz
铁隼	tpsy
铁泰	tptd
铁条	tptn
铁纹	tpwf
铁屑	tpxp
铁须	tpxu
铁衣	tpyi
铁印	tpyb
铁鹰	tpyk
铁羽	tpyu
铁栅	tpva
铁钻	tpzr
葶贝	tkbw
停闭	tkbi
停表	tkbn
停付	tkfu
听骨	tkgu
挺括	tkgx
停航	tkhh
停缓	tkhr
汀角	tkjn
听泡	tkpc
挺入	tkru
听声	tkug
听顺	tkuy
听讼	tkss
停妥	tkto
廷尉	tkww
亭午	tkwu
挺秀	tkxq
停训	tkxy
停药	tkyc
听阈	tkyu
停匀	tkyy
听诊	tkvf
蜓座	tkzo
同奥	tsao
桐柏	tsbd
铜棒	tsbh
童参	tscj
统舱	tsch
通草	tscc
同侪	tsid
统带	tsdd
同调	tsdn
铜锭	tsdk
通分	tsff
铜佛	tsfo
同根	tsgf
同庚	tsgg
通海	tshd
铜焊	tshj
通河	tshe
铜喉	tshz
通解	tsjp
铜矿	tskl
铜绿	tslv
通脉	tsmd
痛宁	tsnk
统配	tspw
同平	tspk
通窍	tsqn
痛切	tsqp
通勤	tsqb
铜圈	tsqr
筒裙	tsqy
通乳	tsru
童伞	tssj
统摄	tsue
通身	tsuf
铜栓	tsur
酮酸	tssr
同堂	tsth
通体	tsti
通条	tstn
筒瓦	tswa
童颜	tsyj
同悦	tsyt
彤云	tsyy
通什	tsza
同种	tsvs
投笔	tzbi
头波	tzbo
头茬	tzia
投拆	tzid
头筹	tziz
头端	tzdr
头伏	tzfu
头盖	tzgd
头功	tzgs
头冠	tzgr
投海	tzhd
透汗	tzhj
投壶	tzhu
头花	tzhx
投江	tzjl
头角	tzjn
头节	tzjp
偷空	tzks
头里	tzli
投料	tzln
头马	tzma
头帽	tzmc
透媚	tzmw
透萌	tzmg
透迷	tzmi
偷摸	tzmo
偷拿	tzna
头年	tznm
头颞	tznp
投枪	tzql
偷巧	tzqn
投亲	tzqb
头球	tzqq
头人	tzrf
头纱	tzua
投书	tzuu
头晚	tzwj
投网	tzwh
头癣	tzxr
投医	tzyi
透雨	tzyu
偷越	tzyt
透照	tzvc
投注	tzvu
投足	tzzu
土坝	tuba
秃笔	tubi
土蚕	tucj
秃疮	tuil
吐翠	tucv
图存	tucy
突地	tude
图段	tudr
图恩	tuen
吐蕃	tufj
土岗	tugh
吐根	tugf
土埂	tugg
屠户	tuhu
途欢	tuhr
涂绘	tuhv
图加	tujx
突进	tujb
图距	tuju
图卷	tujr
土坎	tukj
图克	tuke
吐口	tukz
土块	tukk
土筐	tukl
土狼	tulh
土垒	tulw
兔毛	tumc
图们	tumf
图米	tumi
土牛	tunq
土偶	tuou
秃瓢	tupn
土墙	tuql
土丘	tuqq
突泉	tuqr
土人	turf
徒涉	tuue
涂刷	tuux
吐穗	tusv
凸体	tuti
图婷	tutk
兔脱	tuto
兔心	tuxb
吐絮	tuxu
吐艳	tuyj
土音	tuyb
图元	tuyr
土造	tuzc
团拜	trbd
团部	trbu
彖辞	trci
团岛	trdc
团丁	trdk
湍动	trds
团费	trfw
团粉	trff
团风	trfg
团副	trfu
团徽	trhv
团课	trke
团年	trnm
团弄	trns
团派	trpd
团日	trri
团扇	truj
团校	trxn
团音	tryb
团鱼	tryu
团子	trzi
团坐	trzo
推刨	tvbc
推戴	tvdd
推度	tvdz
退房	tvfg
推服	tvfu
退岗	tvgh
退耕	tvgg
腿甲	tvjx
颓靡	tvmi
退坡	tvpo
推求	tvqq
退热	tvre
颓塌	tvta
推土	tvtu
退团	tvtr
推问	tvwf
推许	tvxu
退养	tvyh
退障	tvvh
推重	tvvs
推注	tvvu
退走	tvzz
吞剥	tybo
臀尖	tyjm
吞克	tyke
屯垦	tykf
囤粮	tyll
屯留	tylq
屯落	tylo
吞灭	tymp
臀鳍	tyqi
臀肉	tyrz
吞声	tyug
屯守	tyuz
豚鼠	tyuu
吞饮	tyyb
臀疣	tyyz
吞云	tyyy
屯扎	tyva
吞占	tyvj
豚脂	tyvi
托安	toan
脱班	tobj
托庇	tobi
拓边	tobm
托病	tobk
拖布	tobu
托槽	tocc
沱茶	toia
拖船	toir
拖带	todd
拖斗	todz
脱毒	todu
托恩	toen
托格	toge
拖挂	togx
托举	toju
妥靠	tokc
托克	toke
脱空	toks
脱硫	tolq
脱漏	tolz
驼鹿	tolu
拖轮	toly
脱盲	tomh
托尼	toni
托派	topd
托平	topk
脱坡	topo
拖腔	toql
脱壳	toqn
脱氢	toqk
椭球	toqq
驼绒	tors
拓赛	tosd
妥实	toui
拖堂	toth
橐驼	toto
拖网	towh
拓文	towf
脱误	towu
拓僖	toxi
妥星	toxk
脱氧	toyh
托幼	toyz
瓦当	wadh
瓦刀	wadc
瓦德	wade
瓦恩	waen
娃儿	waer
瓦格	wage
挖根	wagf
瓦工	wags
瓦灰	wahv
瓦匠	wajl
瓦卡	waka
瓦克	wake
瓦块	wakk
瓦蓝	walj
瓦楞	walg
瓦垄	wals
瓦伦	waly
瓦盆	wapf
挖潜	waqm
瓦圈	waqr
蛙人	warf
蛙声	waug
瓦时	waui
瓦松	wass
袜套	watc
袜筒	wats
瓦头	watz
挖土	watu
洼陷	waxm
外被	wdbw
外差	wdia
歪缠	wdij
外场	wdih
外钞	wdic
外城	wdig
外存	wdcy
外电	wddm
外耳	wder
外感	wdgj
外港	wdgh
外购	wdgz
外海	wdhd
外话	wdhx
外军	wdjy
外刊	wdkj
外空	wdks
外寇	wdkz
外陵	wdlk
外轮	wdly
外脑	wdnc
歪扭	wdnq
外皮	wdpi
外侨	wdqn
外切	wdqp
外倾	wdqk
外丘	wdqq
外圈	wdqr
外水	wduv
外胎	wdtd
外突	wdtu
外推	wdtv
晚材	wjcd
晚场	wjih
晚潮	wjic
晚车	wjie
碗橱	wjiu
畹町	wjdk
顽梗	wjgg
弯钩	wjgz
玩忽	wjhu
万化	wjhx
万籁	wjld
万灵	wjlk
万隆	wjls
腕轮	wjly
玩票	wjpn
弯缺	wjqt
万荣	wjrs
挽手	wjuz
惋叹	wjtj
晚唐	wjth
万汶	wjwf
婉谢	wjxp
万秀	wjxq
万迅	wjxy
万应	wjyk
万载	wjzd
弯折	wjve
万州	wjvz
万状	wjvl
腕足	wjzu
望板	whbj
尪痹	whbi
王波	whbo
旺苍	whch
望穿	whir
王村	whcy
网袋	whdd
望都	whdu
网盾	whdy
网纲	whgh
望海	whhd
王河	whhe
望花	whhx
往还	whhr
旺火	whho
网巾	whjb
望奎	whkv
网篮	whlj
汪里	whli
魍魉	whll
望楼	whlz
网论	whly
王蟒	whmh
望门	whmf
网桥	whqn
王钦	whqb
望色	whse
望厦	whua
网射	whue
亡首	whuz
王水	whuv
妄说	whuo
枉死	whsi
王台	whtd
妄语	whyu
望诊	whvf
网状	whvl
偎傍	wwbh
未便	wwbm
围产	wwij
魏晨	wwif
维春	wwiy
苇丛	wwcs
位错	wwco
苇荡	wwdh
胃的	wwde
位点	wwdm
卫东	wwds
微分	wwff
苇根	wwgf
维宏	wwhs
尾花	wwhx
萎黄	wwhl
卫辉	wwhv
尾矿	wwkl
维拉	wwla
威廉	wwlm
微码	wwma
伪冒	wwmc
微囊	wwnh
胃诺	wwno
韦帕	wwpa
委培	wwpw
维平	wwpk
威迫	wwpo
维普	wwpu
尾欠	wwqm
魏阙	wwqt
胃散	wwsj
胃上	wwuh
唯松	wwss
苇塘	wwth
圩田	wwtm
尾芽	wwya
尾音	wwyb
维英	wwyk
围仔	wwzd
维泽	wwze
围桌	wwvo
温标	wfbn
瘟病	wfbk
稳产	wfij
文昌	wfih
文成	wfig
文丑	wfiz
文唇	wfiy
文登	wfdg
文法	wffa
温服	wffu
文翰	wfhj
温乎	wfhu
文汇	wfhv
温江	wfjl
问津	wfjb
温觉	wfjt
文库	wfku
文侩	wfkk
温岭	wflk
纹缕	wflv
文脉	wfmd
文庙	wfmn
问难	wfnj
文痞	wfpi
